timestamp,meter_id,resource,consumption
2026-09-10T07:00,MTR-002,water,15.84
2026-09-10T08:00,MTR-001,electricity,1.44
2026-09-10T08:00,MTR-002,water,15.73
2026-09-10T09:00,MTR-001,electricity,1.29
2026-09-10T09:00,MTR-002,water,17.58
2026-09-10T10:00,MTR-001,electricity,0.49
2026-09-10T10:00,MTR-002,water,6.64
2026-09-10T11:00,MTR-001,electricity,0.47
2026-09-10T11:00,MTR-002,water,8.78
2026-09-10T12:00,MTR-001,electricity,0.72
2026-09-10T12:00,MTR-002,water,7.62
2026-09-10T13:00,MTR-001,electricity,0.88
2026-09-10T13:00,MTR-002,water,6.38
2026-09-10T14:00,MTR-001,electricity,0.44
2026-09-10T14:00,MTR-002,water,7.36
2026-09-10T15:00,MTR-001,electricity,0.48
2026-09-10T15:00,MTR-002,water,6.27
2026-09-10T16:00,MTR-001,electricity,0.58
2026-09-10T16:00,MTR-002,water,7.73
2026-09-10T17:00,MTR-001,electricity,0.3
2026-09-10T17:00,MTR-002,water,7.62
2026-09-10T18:00,MTR-001,electricity,1.62
2026-09-10T18:00,MTR-002,water,5.22
2026-09-10T19:00,MTR-001,electricity,1.72
2026-09-10T19:00,MTR-002,water,12.95
2026-09-10T20:00,MTR-001,electricity,1.54
2026-09-10T20:00,MTR-002,water,13.63
2026-09-10T21:00,MTR-001,electricity,1.72
2026-09-10T21:00,MTR-002,water,12.31
2026-09-10T22:00,MTR-001,electricity,1.71
2026-09-10T22:00,MTR-002,water,8.22
2026-09-10T23:00,MTR-001,electricity,0.34
2026-09-10T23:00,MTR-002,water,7.46
2026-09-11T00:00,MTR-001,electricity,0.45
2026-09-11T00:00,MTR-002,water,9.72
2026-09-11T01:00,MTR-001,electricity,0.17
2026-09-11T01:00,MTR-002,water,7.83
2026-09-11T02:00,MTR-001,electricity,0.4
2026-09-11T02:00,MTR-002,water,6.88
2026-09-11T03:00,MTR-001,electricity,0.74
2026-09-11T03:00,MTR-002,water,6.99
2026-09-11T04:00,MTR-001,electricity,0.79
2026-09-11T04:00,MTR-002,water,6.47
2026-09-11T05:00,MTR-001,electricity,0.5
2026-09-11T05:00,MTR-002,water,6.41
2026-09-11T06:00,MTR-001,electricity,0.35
2026-09-11T06:00,MTR-002,water,15.07
2026-09-11T07:00,MTR-001,electricity,1.21
2026-09-11T07:00,MTR-002,water,15.24
2026-09-11T08:00,MTR-001,electricity,0.93
2026-09-11T08:00,MTR-002,water,17.4
2026-09-11T09:00,MTR-001,electricity,1.22
2026-09-11T09:00,MTR-002,water,17.09
2026-09-11T10:00,MTR-001,electricity,0.3
2026-09-11T10:00,MTR-002,water,7.35
2026-09-11T11:00,MTR-001,electricity,0.92
2026-09-11T11:00,MTR-002,water,5.96
2026-09-11T12:00,MTR-001,electricity,0.48
2026-09-11T12:00,MTR-002,water,6.34
2026-09-11T13:00,MTR-001,electricity,0.77
2026-09-11T13:00,MTR-002,water,7.83
2026-09-11T14:00,MTR-001,electricity,0.89
2026-09-11T14:00,MTR-002,water,6.69
2026-09-11T15:00,MTR-001,electricity,0.21
2026-09-11T15:00,MTR-002,water,6.48
2026-09-11T16:00,MTR-001,electricity,0.64
2026-09-11T16:00,MTR-002,water,7.56
2026-09-11T17:00,MTR-001,electricity,0.16
2026-09-11T17:00,MTR-002,water,6.96
2026-09-11T18:00,MTR-001,electricity,1.86
2026-09-11T18:00,MTR-002,water,9.55
2026-09-11T19:00,MTR-001,electricity,1.73
2026-09-11T19:00,MTR-002,water,13.37
2026-09-11T20:00,MTR-001,electricity,1.46
2026-09-11T20:00,MTR-002,water,11.99
2026-09-11T21:00,MTR-001,electricity,1.66
2026-09-11T21:00,MTR-002,water,13.6
2026-09-11T22:00,MTR-001,electricity,1.74
2026-09-11T22:00,MTR-002,water,6.43
2026-09-11T23:00,MTR-001,electricity,0.28
2026-09-11T23:00,MTR-002,water,6.07
2026-09-12T00:00,MTR-001,electricity,0.28
2026-09-12T00:00,MTR-002,water,7.77
2026-09-12T01:00,MTR-001,electricity,0.1
2026-09-12T01:00,MTR-002,water,6.6
2026-09-12T02:00,MTR-001,electricity,0.52
2026-09-12T02:00,MTR-002,water,8.83
2026-09-12T03:00,MTR-001,electricity,0.46
2026-09-12T03:00,MTR-002,water,8.2
2026-09-12T04:00,MTR-001,electricity,0.39
2026-09-12T04:00,MTR-002,water,6.11
2026-09-12T05:00,MTR-001,electricity,0.35
2026-09-12T05:00,MTR-002,water,8.83
2026-09-12T06:00,MTR-001,electricity,0.6
2026-09-12T06:00,MTR-002,water,15.58
2026-09-12T07:00,MTR-001,electricity,1.75
2026-09-12T07:00,MTR-002,water,14.96
2026-09-12T08:00,MTR-001,electricity,1.34
2026-09-12T08:00,MTR-002,water,15.37
2026-09-12T09:00,MTR-001,electricity,1.22
2026-09-12T09:00,MTR-002,water,17.78
2026-09-12T10:00,MTR-001,electricity,0.68
2026-09-12T10:00,MTR-002,water,5.32
2026-09-12T11:00,MTR-001,electricity,0.39
2026-09-12T11:00,MTR-002,water,7.51
2026-09-12T12:00,MTR-001,electricity,0.82
2026-09-12T12:00,MTR-002,water,5.38
2026-09-12T13:00,MTR-001,electricity,0.36
2026-09-12T13:00,MTR-002,water,4.71
2026-09-12T14:00,MTR-001,electricity,0.69
2026-09-12T14:00,MTR-002,water,6.88
2026-09-12T15:00,MTR-001,electricity,0.5
2026-09-12T15:00,MTR-002,water,6.08
2026-09-12T16:00,MTR-001,electricity,0.27
2026-09-12T16:00,MTR-002,water,4.57
2026-09-12T17:00,MTR-001,electricity,0.5
2026-09-12T17:00,MTR-002,water,7.44
2026-09-12T18:00,MTR-001,electricity,1.8
2026-09-12T18:00,MTR-002,water,7.95
2026-09-12T19:00,MTR-001,electricity,1.62
2026-09-12T19:00,MTR-002,water,14.62
2026-09-12T20:00,MTR-001,electricity,1.63
2026-09-12T20:00,MTR-002,water,12.21
2026-09-12T21:00,MTR-001,electricity,1.57
2026-09-12T21:00,MTR-002,water,12.3
2026-09-12T22:00,MTR-001,electricity,1.33
2026-09-12T22:00,MTR-002,water,7.19
2026-09-12T23:00,MTR-001,electricity,0.49
2026-09-12T23:00,MTR-002,water,6.57
2026-09-13T00:00,MTR-001,electricity,0.34
2026-09-13T00:00,MTR-002,water,7.45
2026-09-13T01:00,MTR-001,electricity,0.71
2026-09-13T01:00,MTR-002,water,7.05
2026-09-13T02:00,MTR-001,electricity,0.37
2026-09-13T02:00,MTR-002,water,6.29
2026-09-13T03:00,MTR-001,electricity,0.44
2026-09-13T03:00,MTR-002,water,5.48
2026-09-13T04:00,MTR-001,electricity,0.43
2026-09-13T04:00,MTR-002,water,7.07
2026-09-13T05:00,MTR-001,electricity,0.73
2026-09-13T05:00,MTR-002,water,8.13
2026-09-13T06:00,MTR-001,electricity,0.61
2026-09-13T06:00,MTR-002,water,14.14
2026-09-13T07:00,MTR-001,electricity,1.35
2026-09-13T07:00,MTR-002,water,13.63
2026-09-13T08:00,MTR-001,electricity,1.3
2026-09-13T08:00,MTR-002,water,15.5
2026-09-13T09:00,MTR-001,electricity,1.14
2026-09-13T09:00,MTR-002,water,17.4
2026-09-13T10:00,MTR-001,electricity,0.54
2026-09-13T10:00,MTR-002,water,4.72
2026-09-13T11:00,MTR-001,electricity,0.53
2026-09-13T11:00,MTR-002,water,6.51
2026-09-13T12:00,MTR-001,electricity,0.7
2026-09-13T12:00,MTR-002,water,7.56
2026-09-13T13:00,MTR-001,electricity,0.76
2026-09-13T13:00,MTR-002,water,4.55
2026-09-13T14:00,MTR-001,electricity,0.53
2026-09-13T14:00,MTR-002,water,7.93
2026-09-13T15:00,MTR-001,electricity,0.65
2026-09-13T15:00,MTR-002,water,9.28
2026-09-13T16:00,MTR-001,electricity,0.72
2026-09-13T16:00,MTR-002,water,4.53
2026-09-13T17:00,MTR-001,electricity,0.57
2026-09-13T17:00,MTR-002,water,4.7
2026-09-13T18:00,MTR-001,electricity,1.89
2026-09-13T18:00,MTR-002,water,7.3
2026-09-13T19:00,MTR-001,electricity,1.48
2026-09-13T19:00,MTR-002,water,15.41
2026-09-13T20:00,MTR-001,electricity,1.75
2026-09-13T20:00,MTR-002,water,10.73
2026-09-13T21:00,MTR-001,electricity,1.69
2026-09-13T21:00,MTR-002,water,12.12
2026-09-13T22:00,MTR-001,electricity,1.67
2026-09-13T22:00,MTR-002,water,6.44
2026-09-13T23:00,MTR-001,electricity,0.66
2026-09-13T23:00,MTR-002,water,5.29
2026-09-14T00:00,MTR-001,electricity,0.5
2026-09-14T00:00,MTR-002,water,9.18
2026-09-14T01:00,MTR-001,electricity,0.33
2026-09-14T01:00,MTR-002,water,7.25
2026-09-14T02:00,MTR-001,electricity,0.48
2026-09-14T02:00,MTR-002,water,6.17
2026-09-14T03:00,MTR-001,electricity,0.55
2026-09-14T03:00,MTR-002,water,7.12
2026-09-14T04:00,MTR-001,electricity,0.31
2026-09-14T04:00,MTR-002,water,9.11
2026-09-14T05:00,MTR-001,electricity,0.57
2026-09-14T05:00,MTR-002,water,6.8
2026-09-14T06:00,MTR-001,electricity,0.35
2026-09-14T06:00,MTR-002,water,14.06
2026-09-14T07:00,MTR-001,electricity,1.43
2026-09-14T07:00,MTR-002,water,14.82
2026-09-14T08:00,MTR-001,electricity,1.32
2026-09-14T08:00,MTR-002,water,14.78
2026-09-14T09:00,MTR-001,electricity,1.34
2026-09-14T09:00,MTR-002,water,14.86
2026-09-14T10:00,MTR-001,electricity,0.56
2026-09-14T10:00,MTR-002,water,6.78
2026-09-14T11:00,MTR-001,electricity,0.57
2026-09-14T11:00,MTR-002,water,7.81
2026-09-14T12:00,MTR-001,electricity,0.68
2026-09-14T12:00,MTR-002,water,5.97
2026-09-14T13:00,MTR-001,electricity,0.56
2026-09-14T13:00,MTR-002,water,6.11
2026-09-14T14:00,MTR-001,electricity,0.55
2026-09-14T14:00,MTR-002,water,8.04
2026-09-14T15:00,MTR-001,electricity,0.44
2026-09-14T15:00,MTR-002,water,8.88
2026-09-14T16:00,MTR-001,electricity,0.79
2026-09-14T16:00,MTR-002,water,7.03
2026-09-14T17:00,MTR-001,electricity,0.22
2026-09-14T17:00,MTR-002,water,6.54
2026-09-14T18:00,MTR-001,electricity,1.64
2026-09-14T18:00,MTR-002,water,5.21
2026-09-14T19:00,MTR-001,electricity,1.61
2026-09-14T19:00,MTR-002,water,13.34
2026-09-14T20:00,MTR-001,electricity,1.58
2026-09-14T20:00,MTR-002,water,12.08
2026-09-14T21:00,MTR-001,electricity,1.54
2026-09-14T21:00,MTR-002,water,15.14
2026-09-14T22:00,MTR-001,electricity,1.63
2026-09-14T22:00,MTR-002,water,6.0
2026-09-14T23:00,MTR-001,electricity,0.39
2026-09-14T23:00,MTR-002,water,8.15
2026-09-15T00:00,MTR-001,electricity,0.35
2026-09-15T00:00,MTR-002,water,7.58
2026-09-15T01:00,MTR-001,electricity,0.56
2026-09-15T01:00,MTR-002,water,7.9
2026-09-15T02:00,MTR-001,electricity,5.6
2026-09-15T02:00,MTR-002,water,6.34
2026-09-15T03:00,MTR-001,electricity,0.62
2026-09-15T03:00,MTR-002,water,6.05
2026-09-15T04:00,MTR-001,electricity,0.39
2026-09-15T04:00,MTR-002,water,8.44
2026-09-15T05:00,MTR-001,electricity,0.57
2026-09-15T05:00,MTR-002,water,7.0
2026-09-15T06:00,MTR-001,electricity,0.27
2026-09-15T06:00,MTR-002,water,15.67
2026-09-15T07:00,MTR-001,electricity,1.16
2026-09-15T07:00,MTR-002,water,13.89
2026-09-15T08:00,MTR-001,electricity,1.15
2026-09-15T08:00,MTR-002,water,15.3
2026-09-15T09:00,MTR-001,electricity,0.93
2026-09-15T09:00,MTR-002,water,15.43
2026-09-15T10:00,MTR-001,electricity,0.48
2026-09-15T10:00,MTR-002,water,6.3
2026-09-15T11:00,MTR-001,electricity,0.61
2026-09-15T11:00,MTR-002,water,7.73
2026-09-15T12:00,MTR-001,electricity,0.61
2026-09-15T12:00,MTR-002,water,6.2
2026-09-15T13:00,MTR-001,electricity,0.8
2026-09-15T13:00,MTR-002,water,5.18
2026-09-15T14:00,MTR-001,electricity,0.65
2026-09-15T14:00,MTR-002,water,6.24
2026-09-15T15:00,MTR-001,electricity,0.46
2026-09-15T15:00,MTR-002,water,7.25
2026-09-15T16:00,MTR-001,electricity,0.46
2026-09-15T16:00,MTR-002,water,8.36
2026-09-15T17:00,MTR-001,electricity,0.48
2026-09-15T17:00,MTR-002,water,6.62
2026-09-15T18:00,MTR-001,electricity,1.47
2026-09-15T18:00,MTR-002,water,7.87
2026-09-15T19:00,MTR-001,electricity,1.73
2026-09-15T19:00,MTR-002,water,14.74
2026-09-15T20:00,MTR-001,electricity,1.54
2026-09-15T20:00,MTR-002,water,13.03
2026-09-15T21:00,MTR-001,electricity,1.64
2026-09-15T21:00,MTR-002,water,12.89
2026-09-15T22:00,MTR-001,electricity,1.65
2026-09-15T22:00,MTR-002,water,4.94
2026-09-15T23:00,MTR-001,electricity,0.57
2026-09-15T23:00,MTR-002,water,7.78
2026-09-16T00:00,MTR-001,electricity,0.62
2026-09-16T00:00,MTR-002,water,9.7
2026-09-16T01:00,MTR-001,electricity,0.4
2026-09-16T01:00,MTR-002,water,6.96
2026-09-16T02:00,MTR-001,electricity,0.45
2026-09-16T02:00,MTR-002,water,9.33
2026-09-16T03:00,MTR-001,electricity,5.6
2026-09-16T03:00,MTR-002,water,7.58
2026-09-16T04:00,MTR-001,electricity,0.23
2026-09-16T04:00,MTR-002,water,3.9
2026-09-16T05:00,MTR-001,electricity,0.15
2026-09-16T05:00,MTR-002,water,5.34
2026-09-16T06:00,MTR-001,electricity,0.61
2026-09-16T06:00,MTR-002,water,13.96
2026-09-16T07:00,MTR-001,electricity,1.22
2026-09-16T07:00,MTR-002,water,13.6
2026-09-16T08:00,MTR-001,electricity,1.34
2026-09-16T08:00,MTR-002,water,13.68
2026-09-16T09:00,MTR-001,electricity,1.45
2026-09-16T09:00,MTR-002,water,13.81
2026-09-16T10:00,MTR-001,electricity,0.34
2026-09-16T10:00,MTR-002,water,7.15
2026-09-16T11:00,MTR-001,electricity,0.45
2026-09-16T11:00,MTR-002,water,8.71
2026-09-16T12:00,MTR-001,electricity,0.72
2026-09-16T12:00,MTR-002,water,5.55
2026-09-16T13:00,MTR-001,electricity,0.62
2026-09-16T13:00,MTR-002,water,6.31
2026-09-16T14:00,MTR-001,electricity,0.81
2026-09-16T14:00,MTR-002,water,7.46
2026-09-16T15:00,MTR-001,electricity,0.43
2026-09-16T15:00,MTR-002,water,8.04
2026-09-16T16:00,MTR-001,electricity,0.37
2026-09-16T16:00,MTR-002,water,6.84
2026-09-16T17:00,MTR-001,electricity,0.48
2026-09-16T17:00,MTR-002,water,8.83
2026-09-16T18:00,MTR-001,electricity,1.64
2026-09-16T18:00,MTR-002,water,6.58
2026-09-16T19:00,MTR-001,electricity,1.49
2026-09-16T19:00,MTR-002,water,13.82
2026-09-16T20:00,MTR-001,electricity,1.56
2026-09-16T20:00,MTR-002,water,13.41
2026-09-16T21:00,MTR-001,electricity,1.36
2026-09-16T21:00,MTR-002,water,14.25
2026-09-16T22:00,MTR-001,electricity,1.45
2026-09-16T22:00,MTR-002,water,6.07
2026-09-16T23:00,MTR-001,electricity,0.61
2026-09-16T23:00,MTR-002,water,5.4
2026-09-17T00:00,MTR-001,electricity,0.44
2026-09-17T00:00,MTR-002,water,7.09
2026-09-17T01:00,MTR-001,electricity,0.3
2026-09-17T01:00,MTR-002,water,30
2026-09-17T02:00,MTR-001,electricity,0.67
2026-09-17T02:00,MTR-002,water,30
2026-09-17T03:00,MTR-001,electricity,0.23
2026-09-17T03:00,MTR-002,water,30
2026-09-17T04:00,MTR-001,electricity,0.25
2026-09-17T04:00,MTR-002,water,6.53
2026-09-17T05:00,MTR-001,electricity,0.47
2026-09-17T05:00,MTR-002,water,7.83
2026-09-17T06:00,MTR-001,electricity,0.42
2026-09-17T06:00,MTR-002,water,15.11
2026-09-17T07:00,MTR-001,electricity,1.13
2026-09-17T07:00,MTR-002,water,16.55
2026-09-17T08:00,MTR-001,electricity,1.18
2026-09-17T08:00,MTR-002,water,15.41
2026-09-17T09:00,MTR-001,electricity,1.17
2026-09-17T09:00,MTR-002,water,15.13
2026-09-17T10:00,MTR-001,electricity,0.42
2026-09-17T10:00,MTR-002,water,6.81
2026-09-17T11:00,MTR-001,electricity,0.3
2026-09-17T11:00,MTR-002,water,7.96
2026-09-17T12:00,MTR-001,electricity,0.91
2026-09-17T12:00,MTR-002,water,7.29
2026-09-17T13:00,MTR-001,electricity,0.81
2026-09-17T13:00,MTR-002,water,8.01
2026-09-17T14:00,MTR-001,electricity,0.84
2026-09-17T14:00,MTR-002,water,7.36
2026-09-17T15:00,MTR-001,electricity,0.48
2026-09-17T15:00,MTR-002,water,8.04
2026-09-17T16:00,MTR-001,electricity,0.46
2026-09-17T16:00,MTR-002,water,5.83
2026-09-17T17:00,MTR-001,electricity,0.45
2026-09-17T17:00,MTR-002,water,4.73
2026-09-17T18:00,MTR-001,electricity,1.65
2026-09-17T18:00,MTR-002,water,7.5
2026-09-17T19:00,MTR-001,electricity,1.84
2026-09-17T19:00,MTR-002,water,13.18
2026-09-17T20:00,MTR-001,electricity,1.79
2026-09-17T20:00,MTR-002,water,13.0
2026-09-17T21:00,MTR-001,electricity,1.5
2026-09-17T21:00,MTR-002,water,11.31
2026-09-17T22:00,MTR-001,electricity,1.5
2026-09-17T22:00,MTR-002,water,5.36
2026-09-17T23:00,MTR-001,electricity,0.55
2026-09-17T23:00,MTR-002,water,6.75
2026-09-18T00:00,MTR-001,electricity,0.54
2026-09-18T00:00,MTR-002,water,7.09
2026-09-18T01:00,MTR-001,electricity,0.61
2026-09-18T01:00,MTR-002,water,8.27
2026-09-18T02:00,MTR-001,electricity,0.35
2026-09-18T02:00,MTR-002,water,6.67
2026-09-18T03:00,MTR-001,electricity,0.37
2026-09-18T03:00,MTR-002,water,5.05
2026-09-18T04:00,MTR-001,electricity,0.55
2026-09-18T04:00,MTR-002,water,30
2026-09-18T05:00,MTR-001,electricity,0.45
2026-09-18T05:00,MTR-002,water,6.41
2026-09-18T06:00,MTR-001,electricity,0.61
2026-09-18T06:00,MTR-002,water,12.19
2026-09-18T07:00,MTR-001,electricity,1.28
2026-09-18T07:00,MTR-002,water,15.17
2026-09-18T08:00,MTR-001,electricity,1.16
2026-09-18T08:00,MTR-002,water,16.67
2026-09-18T09:00,MTR-001,electricity,1.4
2026-09-18T09:00,MTR-002,water,14.69
2026-09-18T10:00,MTR-001,electricity,0.44
2026-09-18T10:00,MTR-002,water,6.53
2026-09-18T11:00,MTR-001,electricity,0.37
2026-09-18T11:00,MTR-002,water,5.43
2026-09-18T12:00,MTR-001,electricity,0.91
2026-09-18T12:00,MTR-002,water,8.23
2026-09-18T13:00,MTR-001,electricity,0.82
2026-09-18T13:00,MTR-002,water,5.69
2026-09-18T14:00,MTR-001,electricity,1.01
2026-09-18T14:00,MTR-002,water,9.38
2026-09-18T15:00,MTR-001,electricity,0.48
2026-09-18T15:00,MTR-002,water,5.91
2026-09-18T16:00,MTR-001,electricity,0.32
2026-09-18T16:00,MTR-002,water,7.5
2026-09-18T17:00,MTR-001,electricity,0.31
2026-09-18T17:00,MTR-002,water,6.96
2026-09-18T18:00,MTR-001,electricity,1.81
2026-09-18T18:00,MTR-002,water,5.19
2026-09-18T19:00,MTR-001,electricity,1.95
2026-09-18T19:00,MTR-002,water,14.88
2026-09-18T20:00,MTR-001,electricity,1.46
2026-09-18T20:00,MTR-002,water,11.3
2026-09-18T21:00,MTR-001,electricity,1.61
2026-09-18T21:00,MTR-002,water,11.76
2026-09-18T22:00,MTR-001,electricity,1.61
2026-09-18T22:00,MTR-002,water,3.9
2026-09-18T23:00,MTR-001,electricity,0.42
2026-09-18T23:00,MTR-002,water,9.16
2026-09-19T00:00,MTR-001,electricity,0.28
2026-09-19T00:00,MTR-002,water,6.67
2026-09-19T01:00,MTR-001,electricity,0.23
2026-09-19T01:00,MTR-002,water,7.77
2026-09-19T02:00,MTR-001,electricity,0.42
2026-09-19T02:00,MTR-002,water,9.33
